ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time
375783,Deccan Gymkhana,Pune,Greedy Momos,100.0,4.0,20,"Chinese,Fast Food,Snacks,Beverages",Shivaji Nagar,36
375792,Kuber Nagar,Ahmedabad,Best Omlet,200.0,2.9,80,"Street Food,Snacks",Naroda,86
375828,New Magdalla,Surat,K S Verandah,800.0,4.5,20,"Pan-Asian,Continental,Punjabi,North Indian",Piplod,66
375855,Sector V Salt Lake,Kolkata,Slay Coffee,200.0,4.3,100,"Beverages,Desserts",Sector V,70
375881,Ghatkopar East,Mumbai,T3 Tasty Treat Town Family Restaurant,400.0,2.9,80,"Biryani,Tandoor,Indian,North Indian",Pestom Sagar Road No-4,57
375941,Bidhannagar,Kolkata,Namak,800.0,4.2,100,"North Indian,Chinese,Oriental,Italian,Biryani,Kebabs,Healthy Food,Desserts,Beverages",Salt Lake,59
375945,Koramangala,Bangalore,Brown Burger Co.,300.0,4.4,20,"American,Fast Food,Beverages,Pizzas,Snacks,Juices,Desserts",Koramangala,60
375967,Bkc,Mumbai,Olive Pizzeria,800.0,2.9,80,"Pizzas,Fast Food,Italian",Scruz Bandra East,48
375985,Narotam Nagar,Surat,Food Adda,150.0,4.0,100,"Pizzas,Mexican,Chinese,Fast Food,Combo",Adajan,46
375997,Rohini,Delhi,Artinci - Indulge Guilt Free!,200.0,4.4,50,"Ice Cream,Healthy Food,Keto,Desserts,Snacks,Beverages,Bakery",Rohini,39
376009,Frazer Town,Bangalore,Renuka Foods,300.0,2.9,80,"Indian,Biryani,Chinese",Frazer Town,54
376069,Annamalai Colony,Chennai,The Chinese Mealbox (Cmb),300.0,4.0,100,Chinese,Vadapalani,88
376099,Anna Nagar,Chennai,Kerala Kitchen,200.0,4.0,100,"South Indian,Chinese",Annanagar,67
376140,Bhowanipore,Kolkata,Kapoor Pind Dhabaa,300.0,4.1,20,"Indian,Chinese,Desserts,Beverages,Biryani",Bhawanipore,67
376161,Anna Nagar,Chennai,Chinese Wox,300.0,4.6,100,Chinese,Annanagar,68
376168,Rajouri Garden,Delhi,White Cub,200.0,2.9,80,Ice Cream,Rajouri Garden,78
376188,Dahin Nagar,Surat,Hello Shake,300.0,2.9,80,"Beverages,Juices,Snacks",Adajan,65
376190,Anna Nagar,Chennai,Madurai Military Hotel,300.0,4.2,100,"South Indian,Biryani",Annanagar,63
376202,Anna Nagar,Chennai,Bangkok Bae,300.0,4.4,50,"Asian,Thai",Annanagar,68
376239,Santacruz East,Mumbai,Merwans Cake Stop,400.0,4.5,500,"Bakery,Desserts",Scruz Bandra East,40
376240,Topsia,Kolkata,Sabka Club,500.0,2.9,80,"Continental,Italian,North Indian",Central Kolkata,76
376244,Bandra Kurla Complex,Mumbai,Good Flippin' Burgers,600.0,4.6,100,"American,Fast Food",Scruz Bandra East,34
376260,Nungambakkam,Chennai,Junior Kuppanna,400.0,4.1,1000,"Biryani,South Indian,North Indian",Nungambakkam,59
376269,Toli Chowki,Hyderabad,Baithak,450.0,3.7,20,"Continental,Beverages",Tolichowki,71
376361,Park Street Area,Kolkata,Gupta Brothers,250.0,4.1,100,Indian  North Indian  Chinese  Snacks  Chaat  Thalis  Combo,Central Kolkata,46
376364,Anna Nagar,Chennai,The New Punjab Club,300.0,4.6,20,North Indian,Annanagar,66
376412,Wadgaon Sheri,Pune,Ice Cream Factory And Shahi Durbar,300.0,2.9,80,"Ice Cream,Desserts,Beverages",Kalyani Nagar,66
376424,Jadavpur,Kolkata,Fnf Food Centre,300.0,2.9,80,"Fast Food,Pastas,Combo",Jadavpur,93
376436,Tagore Garden Extension,Delhi,Musafir By Imly,400.0,4.0,50,"Indian,Chinese,Italian",Rajouri Garden,73
376466,Karve Nagar,Pune,Susha'S Cafe,400.0,2.9,80,"Fast Food,Pizzas,Beverages",Kothrud,56
376487,Washermanpet,Chennai,Hotel Pandian,300.0,3.7,100,"Biryani,South Indian,Chinese,Seafood",Washermenpet,61
376491,Kilpauk,Chennai,London Dessert Co,300.0,3.8,100,"Desserts,Beverages,Snacks",Kilpauk,40
376615,Piplod,Surat,Enjoy,400.0,4.2,50,"North Indian,Punjabi,Chinese",Piplod,59
376616,Piplod,Surat,Sizzling Salsa,400.0,4.5,20,"Mexican,Continental,Italian",Piplod,56
376629,Andheri East,Mumbai,Chine Dine,350.0,3.7,100,"Chinese,Thai,North Indian,Biryani,South Indian,Maharashtrian,Snacks,Combo",Marol Sakinaka,56
376645,Koyambedu,Chennai,Firewood Briyani,350.0,2.9,80,"Biryani,Indian,Chinese,Tandoor",Arumbakkam,74
376664,Bhowanipore,Kolkata,Sharma Snacks Centre,300.0,4.4,100,Snacks  Fast Food  Desserts  Beverages,Central Kolkata,46
376665,Sarvodaya Colony,Hyderabad,The Mirchiesz,300.0,3.8,100,"Chinese,Biryani,Indian",Kothapet & Dilsukhnagar,74
376683,Sion,Mumbai,Royal Falooda And Juice Centre,300.0,3.9,20,Continental  Beverages  Ice Cream,Matunga Wadala,53
376701,Baguiati,Kolkata,Rajgharana,300.0,2.9,80,Indian  Chinese  South Indian  Bengali  Snacks,Lake Town,88
376908,Matunga Wadala,Mumbai,Shri Balaji Snacks Center,100.0,3.9,20,"Indian,Snacks",Matunga Wadala,63
376913,Magarpatta,Pune,Malabar Food Centre,300.0,2.9,80,"North Indian,Indian",Magarpatta,82
376914,Somajiguda & Khairtabad,Hyderabad,Theobroma,500.0,4.6,500,"Desserts,Bakery,Beverages",Somajiguda & Khairtabad,52
376952,South Kolkata,Kolkata,The Yellow Turtle,300.0,4.4,100,"Asian,Chinese,Continental",South Kolkata,71
376990,Perambur,Chennai,Delight Cake Treat,400.0,2.9,80,"Bakery,Desserts",Perambur,53
377056,T Nagar,Chennai,The Earthen Foods,300.0,3.3,20,"Biryani,Italian,Chinese",T Nagar,70
377065,Rajajinagar,Bangalore,Karavali Mess,250.0,4.3,20,Indian,Rajajinagar,59
377134,T Nagar,Chennai,Subhodayam Restaurant,300.0,3.9,50,"Chinese,South Indian,Andhra,Biryani,Desserts",T Nagar,64
377149,Navrangpura,Ahmedabad,Tea Post  A Place To Talk,200.0,2.9,80,"Indian,Beverages,Snacks",Navrangpura,38
377176,Nehru Stadium Dark Kitchen Metro Manor Sydenhams,Chennai,Wow! Momo,300.0,4.2,100,"Tibetan,Fast Food,Healthy Food,Asian,Chinese,Snacks,Continental,Desserts,Beverages",Sydenhams Road,30
377203,Frazer Town,Bangalore,Amma'S Pastries,350.0,4.4,50,"Bakery,Desserts",Frazer Town,44
377204,Salt Lake,Kolkata,Afraa Lounge,1500.0,4.2,20,"Chinese,Continental,Indian,Combo",Salt Lake,69
377226,Powai,Mumbai,Tuliip'S Kitchen,200.0,2.9,80,"Thalis,Biryani",Powai,54
377305,Santoshnagar & Saidabad,Hyderabad,Shawarma Station,289.0,3.1,20,"Arabian,Lebanese",Santoshnagar & Saidabad,58
377312,Sinhgad Road,Pune,Culture Biryani And Grill,280.0,4.6,20,"Indian,Continental",Sinhgad Road,82
377315,Kalyani Nagar,Pune,Rocomamas,1000.0,4.2,50,"American,Fast Food",Kalyani Nagar,59
377316,Abids & Koti,Hyderabad,Ram Ki Bandi,300.0,4.1,100,South Indian,Himayath Nagar,28
377350,Chembur,Mumbai,M. S. Snacks Center,350.0,2.9,80,"Chinese,Indian,Snacks",Chembur,57
377432,Salt Lake,Kolkata,Cafe Darshani,280.0,3.9,20,South Indian,Salt Lake,66
377445,Marol Sakinaka,Mumbai,Oishi Oishi By Persian Darbar,600.0,2.9,80,Chinese  Japanese  Pan-Asian  Tibetan  Asian  Beverages,Marol Sakinaka,51
377576,Alwarpet,Chennai,Svah Express,500.0,4.2,50,"Indian,Continental,Desserts,Beverages",Alwarpet,77
377616,Athwa,Surat,Dilip Dabeli,250.0,4.2,20,"Snacks,Chaat,Fast Food",Athwa,35
377625,Near Rto Pal Gam,Surat,Krazzy Chicken,300.0,2.9,80,"Biryani,Indian",Varachha,64
377778,Central Kolkata,Kolkata,Suman Sweets And Snacks,300.0,2.9,80,Sweets  Snacks,Central Kolkata,57
377818,Koramangala,Bangalore,Ruchi Virundu,250.0,2.9,80,"Biryani,South Indian",Koramangala,61
377857,Kirti Nagar,Delhi,Foodiz Dhaba,300.0,2.9,80,"Chinese,Indian",Kirti Nagar,73
377877,Perambur,Chennai,Ziyach Atho Kadai,200.0,4.2,50,"Street Food,Chinese,Indian",Perambur,53
377889,Central Bangalore,Bangalore,Puppy'S Gastronomy,1000.0,2.9,80,"Continental,Italian,Snacks,Beverages",Central Bangalore,50
378002,Tarnaka  Nacharam & Malkajigiri,Hyderabad,Chutney Bowl,150.0,4.2,500,South Indian,Tarnaka  Nacharam & Malkajigiri,61
378029,Piplod,Surat,Cafe Ashiana,200.0,2.9,80,"Fast Food,North Indian,Italian,Beverages",Piplod,64
378076,Mehdipatnam,Hyderabad,The Hyderabad Chicken Haleem,150.0,3.2,20,Haleem,Mehdipatnam,53
378112,Kilpauk,Chennai,Kites Pure Veg Restaurant,280.0,2.9,80,Indian,Kilpauk,51
378117,Shivaji Nagar,Pune,Chocolate Biclate,250.0,4.3,50,"Bakery,Desserts,Beverages",Shivaji Nagar,46
378150,South Kolkata,Kolkata,Fiery Drumstick,300.0,2.9,80,Chinese,South Kolkata,72
378154,Vastrapur,Ahmedabad,Smokin' Joe'S,400.0,3.8,50,"Italian,Pizzas,Continental,Italian-American",Vastrapur,47
378157,South Kolkata,Kolkata,Zeeshan D.P. Park,250.0,4.4,100,"Tandoor,Snacks,Biryani",South Kolkata,68
378205,Annanagar,Chennai,The Asian Hive,300.0,4.3,100,"Chinese,Thai,Asian",Annanagar,63
378321,Punjabi Bagh,Delhi,Shakespeare Cafe (Punjabi Bagh),400.0,2.9,80,"Indian,Tandoor,Chinese",Punjabi Bagh,75
378370,Sinhgad Road,Pune,Italian Hut,199.0,4.4,20,"Continental,Italian",Sinhgad Road,65
378411,Lake Town,Kolkata,Bangaliana,200.0,3.8,20,"Indian,North Indian",Lake Town,88
378436,Lake Town,Kolkata,Ketana,250.0,4.4,100,Indian,Bangur Avenue,78
378469,North Dumdum,Kolkata,Dumghan,300.0,4.5,100,"Biryani,North Eastern,Kebabs,Indian",North Dumdum,81
378475,Dumdum,Kolkata,Ananda Mela Confectionery,300.0,2.9,80,"Indian,Bakery,Biryani",Dumdum,75
378482,Salt Lake,Kolkata,Club Loca,200.0,2.9,80,Continental  Indian  Chinese,Salt Lake,70
378508,South Kolkata,Kolkata,Gangotri Sweets And Snacks,200.0,4.3,100,Sweets  Snacks  Chaat,South Kolkata,49
378527,Kalyani Nagar,Pune,Belly Tales,400.0,3.9,50,"North Indian,Chinese,Combo,Pizzas,Beverages",Kalyani Nagar,59
378594,Adajan,Surat,Bro Sis Fast Food Corner,350.0,2.9,80,"Fast Food,Italian",Adajan,59
378719,Indiranagar,Bangalore,Cloud Kitchen Chinni Con Cook,300.0,2.9,80,"Continental,Indian,Chinese,Beverages",Indiranagar,65
378734,T Nagar,Chennai,The Degh Story,900.0,2.9,80,"North Indian,Biryani,Hyderabadi,Indian",City Centre,80
378796,Kothrud,Pune,Shivtirth Vadapav,200.0,3.7,20,"Indian,Snacks",Kothrud,60
378854,Piplod,Surat,The Wrap Co,350.0,3.9,100,"North Indian,Snacks",Piplod,60
378902,Piplod,Surat,Engine Cafe,200.0,4.0,50,"Indian,Continental,Chinese",Piplod,61
378921,Marol Sakinaka,Mumbai,Orange Cakes And Bakers,500.0,4.1,100,"Bakery,Desserts",Marol Sakinaka,48
379007,South Kolkata,Kolkata,Tbc Bowlz,200.0,4.4,50,"Indian,Chinese,Continental",South Kolkata,76
379013,Andheri East,Mumbai,Dooodly Meals,400.0,2.9,80,North Indian,Andheri East,52
379046,Basavanagudi,Bangalore,House Of Belgian,250.0,2.9,80,"Desserts,Beverages,Snacks",Basavanagudi,59
379083,Perambur,Chennai,Hotel Vada Chennai,350.0,3.8,50,"Arabian,South Indian,Grill,Barbecue,Chinese,Biryani,Combo,Ice Cream,Juices,Beverages",Perambur,53
379100,Shivaji Nagar,Pune,Rajmandir Ice Cream,150.0,4.0,20,"Ice Cream,Desserts,Beverages",Shivaji Nagar,27
379121,Mylapore,Chennai,The Nosh,200.0,2.9,80,"Fast Food,Beverages,Indian,Tandoor",Mylapore,67
379173,Maninagar,Ahmedabad,Lemon Restaurant,300.0,2.9,80,"South Indian,Continental,Chinese",Maninagar,49
379218,Santacruz Bandra East,Mumbai,Big Binge Co,100.0,4.7,20,"Asian,Mexican,Snacks,Fast Food",Scruz Bandra East,53
379224,Annanagar,Chennai,Gita'S Homemade,200.0,2.9,80,"Andhra,South Indian,Indian",Annanagar,72
379251,Malleshwaram,Bangalore,Shawarma21,150.0,4.3,20,"Arabian,Fast Food",Ln Puram Srirampuram,54
379271,Bibwewadi,Pune,Surprise India - Cakes & Desserts,300.0,4.1,20,Bakery,Bibwewadi,77
379273,Vastrapur,Ahmedabad,Haanji Amritsari Kulcha,300.0,3.0,20,"North Indian,Snacks",Vastrapur,47
379281,Salt Lake,Kolkata,Rita'S Cafe,300.0,4.5,20,"South Indian,Snacks,Beverages",Salt Lake,56
379342,Alwarpet,Chennai,Flipside (Burgers And Sides),750.0,4.4,100,American,Alwarpet,68
379359,Tarnaka Nacharam & Malkajigiri,Hyderabad,Maharashtrian Kitchen,200.0,2.9,80,Maharashtrian,Tarnaka Nacharam & Malkajigiri,87
379495,Central Kolkata,Kolkata,Karim'S,250.0,4.2,100,Mughlai,Central Kolkata,48
379497,Athwa,Surat,Amar Bhandari Tiffin House,200.0,2.9,80,"Indian,Seafood",Athwa,38
379518,Paschim Vihar,Delhi,Durga Dosa Corner,200.0,4.2,100,"South Indian,Chinese",Paschim Vihar,44
379616,Marol Sakinaka,Mumbai,New Shalimar Cold Drink House,120.0,2.9,80,"Desserts,South Indian,Pizzas,Fast Food,Juices,Snacks",Marol Sakinaka,44
379687,Tolichowki,Hyderabad,Fried Chicken Hub,325.0,4.2,100,Continental,Tolichowki,78
379718,Perambur,Chennai,Adyar Vaishanava S Thattu Idli Kadai,300.0,4.1,100,South Indian,Perambur,62
379740,Marol Sakinaka,Mumbai,Dil Ki Meal,300.0,4.5,50,"Combo,American",Marol Sakinaka,53
379776,Nsp,Delhi,Hill Chillz 26,300.0,4.3,50,"Ice Cream,Beverages",Nsp,50
379796,Kothapet & Dilsukhnagar,Hyderabad,Five Star And Koli Hut,120.0,4.7,20,Indian,Kothapet & Dilsukhnagar,54
379892,Abids & Koti,Hyderabad,The Brooklyn Creamery - Healthy Ice Cream,200.0,3.9,20,"Desserts,Ice Cream,Healthy Food",Abids,35
379909,Chembur,Mumbai,Momo'S Mealbox,300.0,2.9,80,"Chinese,Snacks,Beverages",Chembur,52
379915,Ruby Area,Kolkata,Abar Khabo One,100.0,4.6,50,"Indian,Chinese",Ruby Area,74
379942,Marol Sakinaka,Mumbai,Mega Food Court,300.0,4.4,50,"Indian,North Indian,South Indian,Biryani,Pizzas,Desserts,Beverages",Marol Industrial Estate Marol Sakinaka,56
379995,Salt Lake,Kolkata,Byepass Dhaba,600.0,4.3,100,"North Indian,Chinese,Biryani,Tandoor",Salt Lake,60
380023,Lake Town,Kolkata,Gupta Brothers Lake Town,300.0,4.2,100,Asian  Chinese  Combo  Desserts  Indian  North Indian,Lake Town,65
380069,Annanagar,Chennai,Sumac - Middle Eastern Medley,400.0,3.9,20,"Continental,Snacks,Salads",5Th Street Nehru Nagar 13Th Main Road,77
380114,Annanagar,Chennai,Grillsmith - Flamin' Fare,400.0,4.3,20,"Continental,North Indian,South Indian,Chinese",Annanagar,78
380118,Lake Town,Kolkata,Cookie2Nite,120.0,2.9,80,Desserts  Snacks  Fast Food  Beverages  Combo,Lake Town,77
380177,Athwa,Surat,Food  On  Way,200.0,4.2,100,"North Indian,Fast Food,Chinese,Biryani,Pizzas,Street Food",Parvat Patiya,46
380189,Basavanagudi,Bangalore,The Cake House,280.0,4.3,20,"Indian,Bakery,Sweets",Basavanagudi,54
380243,Chembur,Mumbai,Kerala Palace,350.0,4.3,500,"Kerala,South Indian,Indian,Biryani",Chembur,50
380346,A.S. Rao Nagar & Sainikpuri,Hyderabad,Sri Sai Ak Tiffin Centre,200.0,4.2,100,Indian  South Indian,A.S. Rao Nagar & Sainikpuri,83
380368,Basavanagudi,Bangalore,Mumbai Xpress,300.0,4.1,20,"Chaat,Street Food,Fast Food",Basavanagudi,50
380396,Punjabi Bagh,Delhi,Pranav Kabab,600.0,2.9,80,"Indian,Chinese,Mughlai,Biryani",Punjabi Bagh,71
380398,Central Bangalore,Bangalore,Punjab Express,300.0,4.1,100,North Indian,Central Bangalore,47
380461,Ruby Area,Kolkata,Nandalal Sweets,200.0,3.8,50,Sweets,Ruby Area,57
380467,Athwa,Surat,Pizza 2000,250.0,3.8,20,"Pizzas,Combo",Sosyo Circle,36
380580,Athwa,Surat,Mr. Waffle And  Momos,200.0,3.4,20,"Chinese,Desserts",Athwa,46
380609,Banjara Hills,Hyderabad,Ab'S-Absolute Barbecues,500.0,3.5,50,"Barbecue,Biryani,Chinese",Banjara Hills,70
380632,Uppal,Hyderabad,Waffee & Co,200.0,4.4,50,"Desserts,Waffle",Uppal,63
380638,Kothrud,Pune,Pimlico Kothrud,800.0,4.5,100,"Continental,Indian",Kothrud,57
380686,Malleshwaram,Bangalore,Pastries Park,100.0,2.9,80,"Bakery,Desserts",Malleshwaram,64
380710,Alipore,Kolkata,Utsaav,300.0,2.9,80,Chinese,Alipore,91
380756,Basavanagudi,Bangalore,Gama Gama Hotel,150.0,4.4,100,"Street Food,South Indian,Indian",Basavanagudi,55
380796,Tolichowki,Hyderabad,Galaxy Paradise,250.0,3.6,20,"Biryani,Chinese",Tolichowki,69
380800,Kidderpore,Kolkata,New Chaturbhuj Mistanna Bhandar,200.0,4.4,50,Sweets  Snacks,Kidderpore,57
380806,Kharkhana & Trimulgherry,Hyderabad,Balaji Jainarayan Mithai Bhandar,300.0,3.8,20,Sweets  Snacks  Bengali,Kharkhana & Trimulgherry,69
380837,Kothrud,Pune,Gypsy Caterers,500.0,2.9,80,Indian,Kothrud,60
381004,Jadavpur,Kolkata,Yummy Express,200.0,2.9,80,"American,Beverages,Snacks",Jadavpur,84
381037,South Kolkata,Kolkata,Hot Spring Kitchen And Lounge,500.0,2.9,80,Chinese,South Kolkata,79
381056,Ruby Area,Kolkata,The Parking,200.0,4.3,50,"Chinese,Tandoor,Fast Food,Mughlai,Combo,Beverages",Ruby Area,73
381060,Chennai,Chennai,Fb Cakes Royapuram,200.0,4.1,100,Bakery,Royapuram,62
381076,Kothrud,Pune,Origins,1600.0,4.5,20,"Thai,Indonesian,Japanese,Burmese",Kothrud,66
381153,Banjara Hills,Hyderabad,The Bedford Bakehouse And Tearoom,500.0,2.9,80,Continental,Banjara Hills,74
381206,Rajajinagar,Bangalore,Friends Chinese Corner,200.0,2.9,80,"Chinese,Kebabs",Rajajinagar,61
381216,Scruz Bandra East,Mumbai,Vinanjay Family Restaurant &Bar,350.0,2.9,80,Indian  Chinese  South Indian  Biryani  Tandoor  Snacks,Scruz Bandra East,41
381248,Kurla,Mumbai,Express Chinese,250.0,3.1,20,Chinese,Juhu,43
381284,Naranpura,Ahmedabad,Flourish Lounge Cafe,200.0,2.9,80,"Beverages,Ice Cream",Naranpura,52
381293,Ameerpet,Hyderabad,Abhiruchi Swagruha Foods,250.0,4.5,100,Sweets  Snacks,Ameerpet,62
381296,Juhu,Mumbai,99 Chinese,250.0,2.9,80,Chinese,Juhu,38
381298,Kurla,Mumbai,Chinese Adda,250.0,2.9,80,Chinese,Juhu,44
381309,Piplod,Surat,La Festa,500.0,3.7,20,"Pizzas,Chinese,Italian,Fast Food",Vesu,58
381312,Kurla,Mumbai,Bhot Hard Chinese,250.0,2.9,80,Chinese,Juhu,40
381318,Piplod,Surat,Iconic Food Victory,300.0,2.9,80,"Chinese,North Indian,Indian,Biryani,Pastas,Combo,Beverages",Piplod,65
381333,Juhu,Mumbai,Vista Fast Food,250.0,2.9,80,"Chinese,Indian",Juhu,39
381334,Kurla,Mumbai,Papa Pizza,250.0,2.9,80,"Indian,Chinese",Juhu,39
381336,Rohini,Delhi,Healthy Tree,350.0,4.1,100,"Beverages,Healthy Food,Salads",Rohini,46
381339,Chembur,Mumbai,Appetite Chinese Food,300.0,4.3,20,Chinese,Chembur,52
381343,Nallakunta & Vidyanagar,Hyderabad,Tasty Inn Hyderabadi Biryani,250.0,2.9,80,"Biryani,Indian,Chinese,Seafood",Nallakunta & Vidyanagar,43
381460,Jadavpur,Kolkata,Shandar Chinese Kitchen,300.0,4.4,100,"Chinese,Snacks",Jadavpur,88
381488,Jadavpur,Kolkata,The Kindest Biryani,200.0,2.9,80,Indian,Jadavpur,84
381535,Shivaji Nagar,Pune,Terrasinne Food Corp.Llp,600.0,2.9,80,Indian,Shivaji Nagar,51
381553,Basavanagudi,Bangalore,Uttara Karnatakadha Jolada Rotti Mattu Chapati Angadi,100.0,4.3,100,"South Indian,Snacks,Indian",Basavanagudi,49
381612,Nallakunta & Vidyanagar,Hyderabad,Chickden,250.0,4.1,20,"Indian,Arabian,Chinese",Nallakunta & Vidyanagar,44
381638,South Kolkata,Kolkata,Little Asia,300.0,4.5,100,"Chinese,Fast Food",Alipore,73
381671,Rohini,Delhi,Standard Ice Cream(Rohini Sector-6 Ayodhya Chowk Wale),150.0,4.0,50,"Street Food,Desserts,Beverages",Rohini,25
381688,Ghatkopar Vikhroli,Mumbai,Bff Bombay French Fries,300.0,2.9,80,"Continental,Desserts,Beverages,Snacks",Ghatkopar Vikhroli,55
381792,Nungambakkam,Chennai,The Break Room,300.0,2.9,80,"Beverages,Snacks,Fast Food,Chaat,Ice Cream",Nungambakkam,51
381804,Annanagar,Chennai,Abang Raju'S Nasi Goreng,350.0,2.9,80,"Singaporean,Malaysian",Annanagar,75
381825,Royapettah,Chennai,The New Moghal Biriyani,300.0,2.9,80,"Biryani,Indian,Chinese",Royapettah,44
381838,South Kolkata,Kolkata,37 Relish Route,200.0,2.9,80,"Bengali,Continental",South Kolkata,82
381896,Piplod,Surat,Thali Central,350.0,4.1,100,"Biryani,North Indian,Mughlai,Beverages",Piplod,57
381901,Indiranagar,Bangalore,Raffaele'S Ristorante Pizzeria,800.0,4.3,100,"Pizzas,Continental,Pastas,Fast Food,Beverages",Indiranagar,60
381906,Marol Sakinaka,Mumbai,The Health Factory,600.0,2.9,80,Healthy Food,Marol Sakinaka,42
381965,Kothrud,Pune,Rambo'S Biryani House,350.0,2.9,80,"Indian,Kebabs",Kothrud,45
382138,Dumdum,Kolkata,Ebowl,300.0,4.3,100,"Biryani,Indian,Chinese",Dumdum,69
382190,Kilpauk,Chennai,Chai Garden,200.0,2.9,80,"South Indian,Beverages",Kodumbakkam,63
382194,Kodambakkam,Chennai,Tommys Kitchen,300.0,2.9,80,"Chinese,Indian,Kebabs",Kodumbakkam,65
382216,Kilpauk,Chennai,Madras Momos,200.0,2.9,80,"Chinese,Combo,Beverages",Kilpauk,65
382430,Chembur,Mumbai,Rajhans Dining ( Ornament ),700.0,2.9,80,"Indian,Chinese",Chembur,57
382537,Koramangala,Bangalore,Singh Da Punjabi Dhaba,200.0,3.8,100,"Punjabi,Tandoor,Chinese",Koramangala,54
382565,Marol Sakinaka,Mumbai,Hotel Gopi,200.0,2.9,80,"Chinese,South Indian,Snacks",Marol Sakinaka,44
382566,Salt Lake,Kolkata,Harpreet Auntie'S Thali Junction,600.0,2.9,80,"Indian,Chinese,Thalis",Salt Lake,65
382802,Kothapet & Dilsukhnagar,Hyderabad,Sri Surya Tiffins,150.0,2.9,80,"South Indian,Chinese,Fast Food,Snacks",Kothapet & Dilsukhnagar,67
382814,Frazer Town,Bangalore,Bigbites,300.0,2.9,80,"Street Food,Fast Food,Tex-Mex",Frazer Town,56
382861,Malleshwaram,Bangalore,Hotel Moonlight,500.0,4.1,100,"Indian,Chinese,Biryani,Tandoor",Malleshwaram,53
382862,Koramangala,Bangalore,The Local-Terrace Drinkery,600.0,2.9,80,"American,Indian",Koramangala,64
382904,Basaveshwaranagar,Bangalore,Jai Matharani Chats,200.0,2.9,80,"Chaat,Juices,Beverages",Basaveshwaranagar,57
382938,Santoshnagar & Saidabad,Hyderabad,Zaheer Juice Center,200.0,2.9,80,"Juices,Beverages",Santoshnagar & Saidabad,35
382954,Banjara Hills,Hyderabad,Trio La Patisserie,300.0,2.9,80,"Bakery,Desserts",Banjara Hills,58
382978,George Town,Chennai,Taj Biriyani Center,400.0,2.9,80,"Street Food,Biryani,Indian",George Town,60
382994,Ghatkopar Vikhroli,Mumbai,Star Restaurant,500.0,2.9,80,Chinese  North Indian  Fast Food  Mughlai  Indian  Seafood  Kebabs  Thalis,Ghatkopar Vikhroli,65
383038,Nsp,Delhi,Pizzapastaburger Coin,200.0,3.7,50,"Pizzas,Fast Food",Nsp,62
383042,Begumpet,Hyderabad,Trio La Patisserie,400.0,2.9,80,Bakery  Desserts,Begumpet,64
383044,Perambur,Chennai,Billy'S,200.0,2.9,80,"Indian,American,Italian,Continental",Perambur,81
383051,Lakdi Ka Pul,Hyderabad,Peshawar Juice N Ice Cream,200.0,2.9,20,Juices  Beverages  Desserts,Lakdi Ka Pul,51
383057,Chandkheda,Ahmedabad,S N Blu- The Food Library,300.0,2.9,80,"Indian,Fast Food,Beverages",Chandkheda,80
383084,Punjabi Bagh,Delhi,Nori,800.0,2.9,80,"Asian,Chinese,Burmese,Thai,Seafood",Punjabi Bagh,69
383098,Kothrud,Pune,Crazy Cheesy ( Law Collage Road ),500.0,2.9,80,"Continental,Pastas,Pizzas",Kothrud,49
383176,Tolichowki,Hyderabad,Surprise India - Cakes & Desserts,300.0,2.9,80,Desserts,Tolichowki,56
383270,Egmore,Chennai,Bismi Kebab Corner,200.0,2.9,80,"Biryani,Indian,Chinese",Egmore,46
383271,South Kolkata,Kolkata,Bangla Box By Kasturi,350.0,4.1,100,"Bengali,Combo",South Kolkata,71
383275,Nungambakkam,Chennai,Flavour Of Chettinadu,150.0,2.9,80,"Biryani,Chettinad,South Indian",Nungambakkam,54
383287,Lake Town,Kolkata,Kbc-Kolkata Biryani Co,300.0,3.7,100,"Biryani,Mughlai,Indian,Tandoor,Kebabs,Snacks",Lake Town,83
383290,Nungambakkam,Chennai,Dumbir By Kappa Chakka Kandhari,600.0,4.3,100,"Biryani,South Indian,North Indian",Nungambakkam,52
383297,Basavanagudi,Bangalore,Spice It By Ibis,400.0,2.9,80,"Snacks,Beverages",Raja Ram Mohan Roy Rd,40
383308,Salt Lake,Kolkata,Wow Chow,500.0,2.9,80,"Chinese,Asian",Sector-1,65
383392,Kothapet & Dilsukhnagar,Hyderabad,Belly'S Icecreams And Thickshakes,300.0,2.9,80,"Beverages,Ice Cream",Kothapet & Dilsukhnagar,46
383421,Alwarpet,Chennai,Chinese Baba,300.0,2.9,80,"Biryani,Barbecue,Chettinad,Chinese",Alwarpet,68
383458,Marol Sakinaka,Mumbai,Beijing Chicken Lollipops,300.0,3.0,20,"Chinese,Beverages",Marol Sakinaka,55
383485,Tarnaka Nacharam & Malkajigiri,Hyderabad,Manu S Kitchen,500.0,4.1,100,"Chinese,Tandoor,Seafood,Biryani,Indian",Tarnaka Nacharam & Malkajigiri,68
383502,Uppal,Hyderabad,Sh Shawarma,200.0,2.9,80,Arabian  Fast Food,Uppal,47
383573,Chembur,Mumbai,Koolers,400.0,4.0,20,Chinese,Chembur,50
383615,Piplod,Surat,Chalu Momo,200.0,4.0,100,"Chinese,Fast Food",Piplod,58
383684,Central Kolkata,Kolkata,South Indian Restaurant,300.0,4.1,50,South Indian,Central Kolkata,57
