person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
23,108060,MORTGAGE,7.0,DEBTCONSOLIDATION,C,14400,14.27,0,0.13,N,2
24,38000,RENT,1.0,MEDICAL,B,2000,11.83,0,0.05,N,2
24,108288,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000,8.49,0,0.09,N,2
21,38400,RENT,5.0,VENTURE,B,2000,,0,0.05,N,2
23,38400,RENT,1.0,VENTURE,A,2000,7.66,0,0.05,N,3
22,108600,MORTGAGE,6.0,EDUCATION,C,14400,13.48,0,0.13,N,3
23,108600,MORTGAGE,3.0,MEDICAL,C,8000,12.87,0,0.07,Y,2
24,108600,MORTGAGE,4.0,DEBTCONSOLIDATION,B,15000,12.18,0,0.14,N,2
25,32400,RENT,1.0,EDUCATION,C,2000,14.35,1,0.06,N,2
26,39000,RENT,2.0,EDUCATION,C,2000,12.98,0,0.05,N,4
25,108960,MORTGAGE,0.0,PERSONAL,C,10000,13.57,0,0.09,N,3
25,109000,MORTGAGE,9.0,VENTURE,A,12000,7.51,0,0.11,N,4
25,109000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,16000,6.03,0,0.15,N,2
24,33500,RENT,5.0,HOMEIMPROVEMENT,C,2000,13.8,1,0.06,N,2
24,109000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,8800,12.69,0,0.08,N,2
23,109000,MORTGAGE,5.0,EDUCATION,A,7500,8.9,0,0.07,N,4
24,109000,MORTGAGE,8.0,EDUCATION,B,6000,11.99,0,0.06,N,4
26,109000,MORTGAGE,10.0,PERSONAL,A,15000,6.99,0,0.14,N,4
25,109000,MORTGAGE,5.0,VENTURE,A,5000,8.49,0,0.05,N,3
26,109000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,20000,6.54,0,0.18,N,3
26,109000,MORTGAGE,8.0,MEDICAL,B,20000,10.75,0,0.18,N,4
25,109000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,15000,10.25,0,0.14,N,3
24,109000,MORTGAGE,9.0,VENTURE,B,15250,11.14,0,0.14,N,4
22,97000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,14000,11.48,1,0.14,N,2
25,109000,MORTGAGE,9.0,EDUCATION,A,14000,9.63,0,0.13,N,3
26,109000,MORTGAGE,10.0,PERSONAL,A,6000,7.68,0,0.06,N,3
26,109200,MORTGAGE,10.0,PERSONAL,A,2300,7.9,0,0.02,N,4
23,109200,MORTGAGE,4.0,VENTURE,A,10000,8.63,0,0.09,N,2
24,109500,MORTGAGE,3.0,EDUCATION,B,3500,10.75,0,0.03,N,3
26,109500,MORTGAGE,11.0,VENTURE,E,20000,17.56,0,0.18,N,2
26,109500,MORTGAGE,10.0,VENTURE,B,5000,10.95,0,0.05,N,3
24,109720,MORTGAGE,2.0,VENTURE,B,20000,10.75,0,0.18,N,4
23,39996,RENT,7.0,PERSONAL,B,2000,,0,0.05,N,2
25,110000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,5500,6.62,0,0.05,N,2
23,40000,RENT,5.0,PERSONAL,B,2000,11.71,0,0.05,N,2
25,33600,RENT,0.0,PERSONAL,B,15000,11.11,1,0.45,N,4
26,110000,MORTGAGE,1.0,MEDICAL,B,5000,12.69,0,0.05,N,2
21,33800,RENT,5.0,MEDICAL,B,15000,11.71,1,0.44,N,2
22,33996,RENT,6.0,VENTURE,D,15000,14.96,1,0.44,Y,4
22,40800,RENT,5.0,EDUCATION,A,2000,6.62,0,0.05,N,3
25,110000,MORTGAGE,5.0,VENTURE,C,1200,13.49,0,0.01,N,4
22,34800,RENT,6.0,DEBTCONSOLIDATION,D,2000,16.89,1,0.06,Y,4
25,110000,MORTGAGE,9.0,EDUCATION,C,8000,,0,0.07,N,3
25,42000,RENT,2.0,MEDICAL,B,2000,9.25,0,0.05,N,3
25,110000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,10000,12.69,0,0.09,N,3
26,28944,OWN,10.0,EDUCATION,B,9000,,0,0.31,N,4
25,110000,OWN,6.0,PERSONAL,B,28000,9.91,0,0.25,N,2
24,110000,MORTGAGE,8.0,PERSONAL,A,27300,7.51,0,0.25,N,3
22,42000,RENT,6.0,EDUCATION,B,2000,10.36,0,0.05,N,4
23,28872,OWN,7.0,VENTURE,B,2000,10.37,0,0.07,N,3
25,110000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,8400,12.69,0,0.08,N,4
23,110000,MORTGAGE,,EDUCATION,B,25000,9.91,0,0.23,N,3
24,110000,MORTGAGE,0.0,EDUCATION,A,5000,6.03,0,0.05,N,4
22,110000,MORTGAGE,6.0,PERSONAL,A,2800,8.49,0,0.03,N,4
23,110000,MORTGAGE,4.0,VENTURE,A,2500,6.99,0,0.02,N,2
24,110000,MORTGAGE,2.0,EDUCATION,B,9000,,0,0.08,N,3
22,110000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,28000,7.49,0,0.25,N,4
23,42870,RENT,7.0,MEDICAL,A,2000,5.42,0,0.05,N,3
24,110000,MORTGAGE,8.0,MEDICAL,A,10800,6.99,0,0.1,N,4
23,110000,MORTGAGE,0.0,VENTURE,B,7000,10.59,0,0.06,N,2
23,42996,RENT,7.0,VENTURE,C,2000,13.61,0,0.05,Y,2
25,110000,OWN,7.0,VENTURE,B,8000,,0,0.07,N,3
24,37200,RENT,3.0,VENTURE,D,2000,,1,0.05,N,2
24,110000,MORTGAGE,8.0,PERSONAL,D,10000,15.62,0,0.09,Y,4
26,37680,RENT,5.0,MEDICAL,D,2000,14.96,1,0.05,N,3
21,110000,MORTGAGE,0.0,VENTURE,B,14000,9.99,0,0.13,N,2
26,83300,MORTGAGE,0.0,MEDICAL,D,28000,15.62,1,0.29,Y,2
25,44000,RENT,2.0,VENTURE,A,2000,7.66,0,0.05,N,3
26,110000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,23750,12.99,0,0.22,Y,4
24,98000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,16000,14.79,1,0.16,Y,2
21,44304,RENT,5.0,EDUCATION,C,2000,13.85,0,0.05,N,4
23,45000,RENT,1.0,DEBTCONSOLIDATION,C,2000,13.49,0,0.04,N,2
24,45000,RENT,1.0,PERSONAL,C,2000,13.99,0,0.04,Y,2
25,39000,RENT,3.0,HOMEIMPROVEMENT,A,2000,7.66,1,0.05,N,4
26,110000,MORTGAGE,4.0,VENTURE,B,5000,9.63,0,0.05,N,2
26,45000,RENT,5.0,PERSONAL,B,2000,11.49,0,0.04,N,2
23,45000,RENT,3.0,EDUCATION,B,2000,,0,0.04,N,3
26,110000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,4000,6.92,0,0.04,N,2
24,110000,MORTGAGE,0.0,EDUCATION,D,13200,15.28,0,0.12,N,3
22,110000,MORTGAGE,2.0,VENTURE,B,9000,11.11,0,0.08,N,4
25,110000,MORTGAGE,5.0,EDUCATION,A,10800,6.92,0,0.1,N,3
25,110000,MORTGAGE,1.0,EDUCATION,B,6500,10.37,0,0.06,N,3
23,110000,MORTGAGE,1.0,PERSONAL,B,18000,10.37,0,0.16,N,3
24,45000,RENT,0.0,VENTURE,A,2000,7.51,0,0.04,N,4
26,110000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,12000,10.74,0,0.11,N,4
26,110000,MORTGAGE,5.0,PERSONAL,B,15000,11.11,0,0.14,N,3
22,39000,RENT,0.0,DEBTCONSOLIDATION,D,2000,14.84,1,0.05,Y,2
23,28800,OWN,7.0,MEDICAL,A,12250,7.51,0,0.43,N,4
23,45000,RENT,7.0,VENTURE,A,2000,7.05,0,0.04,N,3
25,45500,RENT,3.0,MEDICAL,C,2000,13.49,0,0.04,Y,3
23,110000,MORTGAGE,8.0,VENTURE,A,7800,,0,0.07,N,4
22,110000,MORTGAGE,5.0,PERSONAL,C,8000,12.98,0,0.07,N,4
25,110000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,18000,,0,0.16,N,2
22,110000,MORTGAGE,6.0,VENTURE,B,6000,9.99,0,0.05,N,3
26,45600,RENT,5.0,VENTURE,A,2000,,0,0.04,N,3
23,110000,MORTGAGE,8.0,VENTURE,C,7500,13.72,0,0.07,N,4
26,110000,MORTGAGE,0.0,VENTURE,A,15600,6.17,0,0.14,N,4
24,45996,RENT,3.0,MEDICAL,C,2000,12.98,0,0.04,Y,2
26,110000,MORTGAGE,9.0,PERSONAL,C,20000,13.72,0,0.18,N,3
22,45996,RENT,6.0,EDUCATION,B,2000,11.36,0,0.04,N,4
25,28800,OWN,3.0,VENTURE,C,6000,,0,0.21,Y,3
26,110000,OWN,8.0,EDUCATION,B,17000,8.88,0,0.15,N,4
24,110000,MORTGAGE,8.0,PERSONAL,A,7500,6.17,0,0.07,N,2
23,110000,MORTGAGE,7.0,VENTURE,A,5000,6.91,0,0.05,N,2
21,110000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000,6.54,0,0.09,N,2
24,110000,MORTGAGE,8.0,PERSONAL,C,5600,12.98,0,0.05,Y,4
24,110000,OWN,0.0,HOMEIMPROVEMENT,C,10000,13.35,0,0.09,Y,2
24,42000,RENT,1.0,PERSONAL,B,2000,12.69,1,0.05,N,4
26,110000,MORTGAGE,10.0,VENTURE,C,8000,14.35,0,0.07,Y,2
25,110000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,15000,7.88,0,0.14,N,2
26,110000,MORTGAGE,2.0,VENTURE,D,4500,14.84,0,0.04,N,4
22,110000,MORTGAGE,0.0,EDUCATION,A,12000,7.14,0,0.11,N,2
25,110000,MORTGAGE,9.0,EDUCATION,A,5000,7.14,0,0.05,N,4
24,42000,RENT,1.0,HOMEIMPROVEMENT,D,2000,15.62,1,0.05,Y,2
25,98000,MORTGAGE,9.0,HOMEIMPROVEMENT,E,25000,16.45,1,0.26,N,4
25,48000,RENT,3.0,DEBTCONSOLIDATION,B,2000,10.74,0,0.04,N,2
25,110000,MORTGAGE,9.0,PERSONAL,A,20000,7.88,0,0.18,N,2
21,110000,MORTGAGE,0.0,VENTURE,A,20000,,0,0.18,N,4
22,110000,MORTGAGE,2.0,VENTURE,C,14400,14.35,0,0.13,N,3
24,110000,MORTGAGE,8.0,EDUCATION,A,8000,6.76,0,0.07,N,4
25,110000,MORTGAGE,7.0,EDUCATION,A,8000,7.14,0,0.07,N,4
25,110000,MORTGAGE,1.0,PERSONAL,B,25000,11.49,0,0.23,N,4
22,48255,RENT,3.0,VENTURE,A,2000,6.76,0,0.04,N,2
24,110000,MORTGAGE,5.0,VENTURE,B,15000,10.25,0,0.14,N,4
25,49029,RENT,8.0,MEDICAL,B,2000,11.99,0,0.04,N,2
22,110000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,8000,13.85,0,0.07,N,2
25,110000,MORTGAGE,,VENTURE,B,7000,9.88,0,0.06,N,2
24,110000,OWN,8.0,VENTURE,C,16000,12.73,0,0.15,N,4
22,98000,MORTGAGE,6.0,PERSONAL,B,25000,10.25,1,0.26,N,3
24,50000,RENT,8.0,HOMEIMPROVEMENT,D,2000,,0,0.04,N,2
24,110000,MORTGAGE,8.0,EDUCATION,A,6000,8.59,0,0.05,N,3
23,83300,MORTGAGE,0.0,MEDICAL,D,25000,,1,0.26,N,3
24,44000,RENT,0.0,PERSONAL,A,2000,8.0,1,0.05,N,4
24,98000,MORTGAGE,2.0,PERSONAL,C,5000,13.22,1,0.05,Y,3
23,50252,RENT,6.0,EDUCATION,C,2000,13.92,0,0.04,Y,3
22,98000,MORTGAGE,1.0,DEBTCONSOLIDATION,D,25000,,1,0.26,N,4
22,34800,RENT,6.0,VENTURE,C,15000,14.27,1,0.43,Y,3
25,35000,RENT,1.0,VENTURE,A,15000,7.49,1,0.43,N,3
23,110000,MORTGAGE,7.0,VENTURE,B,20000,11.14,0,0.18,N,3
24,110000,MORTGAGE,7.0,PERSONAL,A,12000,8.94,0,0.11,N,3
25,110000,OTHER,8.0,VENTURE,A,8000,9.32,0,0.07,N,3
23,29976,RENT,3.0,PERSONAL,B,15000,10.25,1,0.5,N,4
21,36000,RENT,3.0,MEDICAL,A,15000,6.62,1,0.42,N,2
25,36000,RENT,6.0,PERSONAL,B,15000,,1,0.42,N,4
23,36000,RENT,3.0,VENTURE,C,15000,13.49,1,0.42,Y,3
25,36000,RENT,4.0,VENTURE,B,15000,9.63,1,0.42,N,3
22,98000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,9000,9.63,1,0.09,N,2
22,110000,MORTGAGE,7.0,EDUCATION,C,20000,12.41,0,0.18,N,2
23,110000,MORTGAGE,7.0,PERSONAL,D,9600,,0,0.09,Y,2
26,36000,RENT,2.0,PERSONAL,A,15000,7.66,1,0.42,N,3
23,36000,RENT,3.0,VENTURE,D,15000,14.59,1,0.42,N,4
24,98004,MORTGAGE,5.0,HOMEIMPROVEMENT,A,2500,8.49,1,0.03,N,3
25,110004,MORTGAGE,9.0,HOMEIMPROVEMENT,A,15000,7.66,0,0.14,N,4
26,110004,MORTGAGE,1.0,VENTURE,B,12000,10.36,0,0.11,N,3
22,36000,RENT,3.0,VENTURE,C,15000,13.85,1,0.42,N,3
22,30000,RENT,2.0,DEBTCONSOLIDATION,C,15000,11.66,1,0.5,Y,3
24,110004,MORTGAGE,8.0,EDUCATION,B,25000,12.53,0,0.23,N,2
24,110004,MORTGAGE,8.0,DEBTCONSOLIDATION,C,16000,,0,0.15,N,3
22,110196,MORTGAGE,6.0,MEDICAL,B,25000,11.49,0,0.23,N,3
26,110400,MORTGAGE,3.0,PERSONAL,F,9800,,0,0.09,Y,3
22,36021,RENT,0.0,VENTURE,B,15000,,1,0.42,N,3
24,28000,OWN,6.0,HOMEIMPROVEMENT,B,10000,10.37,0,0.36,N,2
24,110400,MORTGAGE,8.0,VENTURE,A,3000,7.49,0,0.03,N,4
21,110400,OWN,0.0,PERSONAL,A,12000,,0,0.11,N,3
22,110500,MORTGAGE,1.0,MEDICAL,B,12250,11.26,0,0.11,N,4
22,98656,MORTGAGE,3.0,EDUCATION,C,7500,13.06,1,0.08,Y,3
21,111000,MORTGAGE,4.0,VENTURE,A,28000,7.49,0,0.25,N,2
26,111000,MORTGAGE,10.0,MEDICAL,A,5000,5.79,0,0.05,N,3
21,28000,OWN,3.0,VENTURE,A,4000,7.88,0,0.14,N,3
22,37000,RENT,3.0,EDUCATION,B,15000,10.25,1,0.41,N,4
22,31000,RENT,6.0,PERSONAL,D,15000,,1,0.48,Y,4
23,111000,MORTGAGE,7.0,MEDICAL,B,8350,11.89,0,0.08,N,2
23,28000,OWN,1.0,EDUCATION,C,7500,,0,0.27,N,3
26,28000,OWN,,EDUCATION,A,16750,7.88,0,0.6,N,4
26,111147,MORTGAGE,4.0,EDUCATION,C,15000,13.61,0,0.13,Y,2
23,28000,OWN,0.0,VENTURE,B,1250,10.99,0,0.04,N,4
23,111150,MORTGAGE,1.0,DEBTCONSOLIDATION,A,10000,8.0,0,0.09,N,3
24,111239,MORTGAGE,1.0,EDUCATION,A,14000,7.9,0,0.13,N,4
25,111262,MORTGAGE,2.0,PERSONAL,B,20000,12.53,0,0.18,N,3
25,37818,RENT,5.0,DEBTCONSOLIDATION,C,15000,13.48,1,0.4,N,3
21,32000,RENT,6.0,PERSONAL,C,15000,15.27,1,0.47,Y,3
22,38000,RENT,6.0,PERSONAL,A,15000,7.88,1,0.39,N,3
25,38000,RENT,9.0,PERSONAL,E,15000,16.45,1,0.39,Y,3
25,111996,MORTGAGE,2.0,MEDICAL,C,16000,11.78,0,0.14,Y,4
22,38000,RENT,0.0,EDUCATION,C,15000,,1,0.39,Y,4
24,112000,MORTGAGE,8.0,PERSONAL,B,20400,11.71,0,0.18,N,3
23,38400,RENT,7.0,EDUCATION,A,15000,6.17,1,0.39,N,2
22,112000,MORTGAGE,2.0,PERSONAL,A,4000,8.9,0,0.04,N,3
24,39000,RENT,0.0,EDUCATION,A,15000,9.63,1,0.38,N,4
24,112000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,6000,9.91,0,0.05,N,4
26,39996,RENT,10.0,MEDICAL,C,15000,13.06,1,0.38,Y,3
25,112000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,16000,6.99,0,0.14,N,4
23,112000,MORTGAGE,5.0,PERSONAL,B,12000,11.99,0,0.11,N,3
24,112000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,3500,5.42,0,0.03,N,4
21,40000,RENT,6.0,DEBTCONSOLIDATION,C,15000,14.27,1,0.38,N,3
24,112000,MORTGAGE,0.0,EDUCATION,A,3000,5.99,0,0.03,N,3
24,112000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,20000,6.91,0,0.18,N,4
23,40000,RENT,6.0,VENTURE,B,15000,11.71,1,0.38,N,4
24,112000,MORTGAGE,5.0,PERSONAL,D,15000,15.31,0,0.13,N,4
23,34000,RENT,1.0,EDUCATION,B,15000,11.71,1,0.44,N,4
26,40000,RENT,4.0,MEDICAL,B,15000,10.99,1,0.38,N,3
24,112000,OTHER,4.0,PERSONAL,A,9000,9.32,0,0.08,N,2
26,85000,MORTGAGE,4.0,MEDICAL,B,2750,9.33,1,0.03,N,3
25,100000,MORTGAGE,4.0,EDUCATION,B,9000,9.64,1,0.09,N,3
23,40000,RENT,7.0,PERSONAL,A,15000,7.49,1,0.38,N,3
24,40000,RENT,0.0,MEDICAL,A,15000,7.88,1,0.38,N,4
23,112404,MORTGAGE,1.0,DEBTCONSOLIDATION,C,6000,13.23,0,0.05,Y,2
26,40000,RENT,2.0,DEBTCONSOLIDATION,C,15000,14.22,1,0.38,Y,3
24,112500,MORTGAGE,3.0,EDUCATION,C,8600,13.11,0,0.08,Y,3
25,112500,MORTGAGE,6.0,PERSONAL,B,18000,11.14,0,0.16,N,3
23,40000,RENT,0.0,VENTURE,A,15000,8.94,1,0.38,N,4
24,40000,RENT,1.0,EDUCATION,C,15000,12.87,1,0.38,Y,3
24,112689,MORTGAGE,6.0,PERSONAL,B,24000,9.99,0,0.21,N,4
22,112774,MORTGAGE,6.0,VENTURE,C,6400,13.06,0,0.06,Y,4
23,112800,MORTGAGE,3.0,DEBTCONSOLIDATION,B,35000,,0,0.31,N,4
23,112976,MORTGAGE,2.0,MEDICAL,A,20000,6.91,0,0.18,N,2
26,34988,RENT,9.0,HOMEIMPROVEMENT,C,15000,13.98,1,0.43,N,2
23,113000,MORTGAGE,2.0,VENTURE,A,22400,7.49,0,0.2,N,2
21,27600,OWN,3.0,EDUCATION,C,1000,15.27,0,0.04,Y,2
25,113000,MORTGAGE,8.0,VENTURE,B,21000,11.49,0,0.19,N,4
26,113000,MORTGAGE,2.0,MEDICAL,B,3200,,0,0.03,N,3
24,113000,MORTGAGE,5.0,EDUCATION,B,17950,11.99,0,0.16,N,4
22,41000,RENT,3.0,DEBTCONSOLIDATION,C,15000,12.73,1,0.37,N,3
24,85850,MORTGAGE,3.0,MEDICAL,D,12000,15.99,1,0.12,Y,4
23,113000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,12000,7.66,0,0.11,N,4
23,113000,MORTGAGE,7.0,EDUCATION,A,8000,5.79,0,0.07,N,2
24,85850,MORTGAGE,8.0,MEDICAL,D,20000,,1,0.2,Y,4
24,101000,MORTGAGE,3.0,EDUCATION,A,7000,,1,0.07,N,4
22,113000,MORTGAGE,6.0,EDUCATION,B,25000,12.53,0,0.22,N,4
24,113000,MORTGAGE,8.0,VENTURE,A,2100,7.4,0,0.02,N,3
23,42000,RENT,7.0,VENTURE,C,15000,13.49,1,0.36,N,3
24,113000,MORTGAGE,5.0,VENTURE,B,10500,,0,0.09,N,4
26,101000,MORTGAGE,10.0,VENTURE,F,25000,17.46,1,0.25,N,4
22,113028,MORTGAGE,3.0,MEDICAL,C,12075,,0,0.11,N,2
25,113135,MORTGAGE,9.0,PERSONAL,B,25000,10.59,0,0.22,N,2
23,113200,MORTGAGE,3.0,EDUCATION,B,24250,10.62,0,0.21,N,3
24,113217,MORTGAGE,2.0,EDUCATION,A,6000,7.88,0,0.05,N,3
23,113316,MORTGAGE,7.0,EDUCATION,B,3000,,0,0.03,N,3
24,113676,MORTGAGE,8.0,EDUCATION,A,7200,6.99,0,0.06,N,2
23,113698,MORTGAGE,7.0,EDUCATION,A,15000,7.9,0,0.13,N,4
23,42000,RENT,7.0,VENTURE,B,15000,11.83,1,0.36,N,4
23,114000,MORTGAGE,1.0,EDUCATION,B,17325,11.99,0,0.15,N,2
22,27560,OWN,6.0,EDUCATION,B,2800,11.49,0,0.1,N,4
23,114000,OWN,7.0,VENTURE,A,6000,8.49,0,0.05,N,4
24,42000,RENT,0.0,VENTURE,B,15000,11.58,1,0.36,N,4
23,114000,MORTGAGE,7.0,EDUCATION,C,8000,12.68,0,0.07,N,4
25,36000,RENT,1.0,MEDICAL,D,15000,15.05,1,0.42,Y,2
23,114000,MORTGAGE,4.0,PERSONAL,B,10000,,0,0.09,N,2
26,114000,MORTGAGE,10.0,PERSONAL,A,14400,7.14,0,0.13,N,2
24,42300,RENT,8.0,PERSONAL,B,15000,11.99,1,0.35,N,4
24,114000,MORTGAGE,8.0,VENTURE,B,4000,,0,0.04,N,2
25,102000,MORTGAGE,7.0,HOMEIMPROVEMENT,G,25000,20.16,1,0.25,Y,4
25,114000,MORTGAGE,4.0,EDUCATION,A,10000,9.32,0,0.09,N,4
24,114000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,15000,9.76,0,0.13,N,3
25,27336,OWN,9.0,VENTURE,C,5500,13.23,0,0.2,N,4
23,36500,RENT,2.0,HOMEIMPROVEMENT,D,15000,15.65,1,0.41,N,3
23,114600,MORTGAGE,7.0,EDUCATION,C,10000,13.06,0,0.09,N,3
25,114996,MORTGAGE,7.0,DEBTCONSOLIDATION,C,5000,13.49,0,0.04,N,3
24,27168,OWN,5.0,VENTURE,B,7500,9.99,0,0.28,N,2
25,102996,MORTGAGE,4.0,DEBTCONSOLIDATION,D,20000,14.54,1,0.19,Y,3
26,114996,MORTGAGE,1.0,EDUCATION,B,24000,10.62,0,0.21,N,3
23,115000,MORTGAGE,7.0,EDUCATION,C,10000,14.27,0,0.09,N,2
24,42900,RENT,5.0,VENTURE,A,15000,,1,0.35,N,2
25,115000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,19000,13.49,0,0.17,N,4
25,115000,MORTGAGE,9.0,PERSONAL,A,4000,6.03,0,0.03,N,4
22,43000,RENT,0.0,EDUCATION,A,15000,8.49,1,0.35,N,2
23,115000,MORTGAGE,4.0,EDUCATION,A,24000,7.9,0,0.21,N,3
22,43000,RENT,7.0,DEBTCONSOLIDATION,B,15000,10.99,1,0.35,N,2
24,37680,RENT,8.0,EDUCATION,G,15000,19.82,1,0.4,N,2
24,115000,MORTGAGE,3.0,VENTURE,A,15000,6.03,0,0.13,N,2
25,38400,RENT,3.0,DEBTCONSOLIDATION,B,15000,10.65,1,0.39,N,2
25,115000,MORTGAGE,7.0,PERSONAL,A,18000,7.51,0,0.16,N,2
23,115000,OWN,7.0,EDUCATION,C,5000,14.27,0,0.04,N,4
25,115000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,7000,,0,0.06,Y,4
25,115000,MORTGAGE,9.0,MEDICAL,C,19000,13.49,0,0.17,Y,3
23,45000,RENT,1.0,PERSONAL,A,15000,7.9,1,0.33,N,4
23,115000,MORTGAGE,1.0,VENTURE,A,8000,8.49,0,0.07,N,4
22,115000,MORTGAGE,6.0,VENTURE,A,12000,5.99,0,0.1,N,4
23,115000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,5600,5.42,0,0.05,N,3
23,115000,MORTGAGE,3.0,EDUCATION,B,10000,10.59,0,0.09,N,2
24,115000,OWN,8.0,DEBTCONSOLIDATION,D,35000,16.89,0,0.3,Y,4
25,115000,MORTGAGE,3.0,EDUCATION,A,7600,6.99,0,0.07,N,4
23,45000,RENT,5.0,PERSONAL,A,15000,7.49,1,0.33,N,4
22,103000,MORTGAGE,6.0,PERSONAL,B,15000,9.63,1,0.15,N,4
26,45000,RENT,10.0,DEBTCONSOLIDATION,A,15000,7.29,1,0.33,N,4
22,45000,RENT,0.0,DEBTCONSOLIDATION,B,15000,10.37,1,0.33,N,2
23,39000,RENT,7.0,MEDICAL,D,15000,15.28,1,0.38,N,3
26,45000,RENT,3.0,EDUCATION,B,15000,8.88,1,0.33,N,3
22,115000,MORTGAGE,7.0,VENTURE,A,13600,7.29,0,0.12,N,3
25,115000,MORTGAGE,1.0,EDUCATION,D,20000,15.65,0,0.17,Y,2
25,115000,MORTGAGE,4.0,VENTURE,A,20000,6.91,0,0.17,N,2
23,45000,RENT,0.0,MEDICAL,B,15000,,1,0.33,N,3
25,115000,MORTGAGE,4.0,MEDICAL,A,4000,7.88,0,0.03,N,4
24,115000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,1500,6.76,0,0.01,N,4
24,115000,OWN,8.0,HOMEIMPROVEMENT,A,10000,7.51,0,0.09,N,3
25,45000,RENT,0.0,MEDICAL,C,15000,13.48,1,0.33,N,2
24,115000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,8000,7.51,0,0.07,N,4
26,115000,MORTGAGE,5.0,VENTURE,B,6000,10.75,0,0.05,N,2
26,39000,RENT,1.0,VENTURE,D,15000,16.07,1,0.38,Y,4
26,103000,MORTGAGE,0.0,PERSONAL,C,14000,13.57,1,0.14,N,4
25,115000,OWN,5.0,VENTURE,F,8000,19.13,0,0.07,Y,2
23,103000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,16750,,1,0.16,N,2
23,39000,RENT,1.0,EDUCATION,B,15000,12.21,1,0.38,N,4
23,45000,RENT,7.0,PERSONAL,C,15000,12.84,1,0.33,N,3
23,115000,MORTGAGE,3.0,EDUCATION,B,13000,11.83,0,0.11,N,4
26,115000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,15000,12.87,0,0.13,Y,3
24,115000,MORTGAGE,8.0,EDUCATION,B,15000,11.48,0,0.13,N,3
25,45000,RENT,4.0,DEBTCONSOLIDATION,C,15000,,1,0.33,N,3
26,39000,RENT,3.0,MEDICAL,D,15000,15.37,1,0.38,N,2
26,115000,MORTGAGE,3.0,EDUCATION,C,20000,13.16,0,0.17,Y,2
25,115000,MORTGAGE,4.0,VENTURE,C,25000,12.53,0,0.22,Y,4
21,115000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,20000,10.83,0,0.17,N,4
25,39000,RENT,4.0,HOMEIMPROVEMENT,D,15000,12.92,1,0.38,N,2
25,115200,MORTGAGE,1.0,VENTURE,A,14000,6.62,0,0.12,N,3
26,115200,MORTGAGE,10.0,DEBTCONSOLIDATION,C,4500,11.97,0,0.04,Y,2
26,46890,RENT,9.0,PERSONAL,C,15000,12.99,1,0.32,Y,3
24,115500,MORTGAGE,2.0,EDUCATION,D,3200,16.29,0,0.03,N,2
26,47000,RENT,7.0,MEDICAL,A,15000,7.9,1,0.32,N,4
24,115500,MORTGAGE,8.0,HOMEIMPROVEMENT,A,10000,7.75,0,0.09,N,4
26,115600,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9925,7.29,0,0.09,N,4
20,115731,MORTGAGE,4.0,DEBTCONSOLIDATION,B,9625,10.74,0,0.08,N,3
25,115731,MORTGAGE,3.0,HOMEIMPROVEMENT,A,7200,7.14,0,0.06,N,4
24,115800,MORTGAGE,5.0,PERSONAL,B,12000,10.99,0,0.1,N,3
24,47000,RENT,8.0,VENTURE,E,15000,18.64,1,0.32,N,4
25,116000,MORTGAGE,0.0,EDUCATION,D,35000,17.58,0,0.3,Y,4
23,116000,MORTGAGE,8.0,EDUCATION,D,15825,15.62,0,0.14,Y,4
